iter	RMSE
459	0.3494507789
460	0.3492388581
461	0.3491796878
462	0.3490821012
463	0.3488781607
464	0.3486413527
465	0.3484880906
466	0.3484109682
467	0.3481666636
468	0.3480967243
469	0.3478257289
470	0.3475380178
471	0.3475192758
472	0.3474803158
473	0.3472690233
474	0.3470065462
475	0.3467986791
476	0.3465260104
477	0.346505346
478	0.3462505577
479	0.346213198
480	0.3459792394
481	0.3458740416
482	0.3456328131
483	0.3455052129
484	0.3452447007
485	0.3451804365
486	0.3449332575
487	0.3446369508
488	0.3444996545
489	0.344445526
490	0.3442540128
491	0.3441464621
492	0.3441270463
493	0.3438612618
494	0.3436468323
495	0.3434935747
496	0.3434755907
497	0.3434267651
498	0.3431547828
499	0.3430058536
500	0.3428295078
501	0.342662015
502	0.3426216467
503	0.3425892383
504	0.3425190158
505	0.3422822678
506	0.3420877198
507	0.3419984839
508	0.3416883418
509	0.3415495441
510	0.3414282548
511	0.341189347
512	0.3411430116
513	0.3409077552
514	0.340822068
515	0.3406990228
516	0.3405144279
517	0.3402479038
518	0.3400378537
519	0.3399663966
520	0.3399313967
521	0.3398094412
522	0.3396736263
523	0.3394505689
524	0.339277836
525	0.3390762318
526	0.3390109276
527	0.3389931638
528	0.33893828
529	0.3388012669
530	0.3386615966
531	0.3384798326
532	0.3383091986
533	0.3382924044
534	0.3380937382
535	0.3378559746
536	0.3376451654
537	0.3374094295
538	0.3372088375
539	0.3370578294
540	0.3368667942
541	0.3366701769
542	0.3366100057
543	0.336420945
544	0.3362647031
545	0.3360118741
546	0.335810781
547	0.3357602975
548	0.3357214188
549	0.3356817012
550	0.3355708483
551	0.3353757663
552	0.3352389884
553	0.3350931211
554	0.3350773084
555	0.3350624427
556	0.3350143934
557	0.3348316223
558	0.3346932975
559	0.3345106811
560	0.3342739136
561	0.3341463291
562	0.333931585
563	0.3336946262
564	0.3335881597
565	0.3334879639
566	0.3333110863
567	0.3331717431
568	0.3329865408
569	0.3327515681
570	0.3325819015
571	0.3324147284
572	0.3322241064
573	0.3320694147
574	0.3319647335
575	0.3319311227
576	0.3319170108
577	0.3318290002
578	0.3315847487
579	0.3313633431
580	0.331147878
581	0.3309055347
582	0.3308437854
583	0.3307268731
584	0.3306345378
585	0.3305806601
586	0.3303783237
587	0.3303457093
588	0.3302630007
589	0.3302507438
590	0.3301059702
591	0.3299017561
592	0.3297759926
593	0.3296942117
594	0.3295131802
595	0.3293707331
596	0.3293205555
597	0.329129729
598	0.3290600485
599	0.329048429
600	0.3289723333
601	0.3289424705
602	0.3288071028
603	0.3286692712
604	0.3284666078
605	0.3281940165
606	0.3280769492
607	0.3280502552
608	0.3278249251
609	0.3276724799
610	0.3276277106
611	0.3274474905
612	0.3273146135
613	0.3272547336
614	0.3271660646
615	0.3271325657
616	0.3270125384
617	0.3266371213
618	0.3265364458
619	0.3264910886
620	0.3263177334
621	0.3263059474
622	0.3261494874
623	0.3259492875
624	0.325752049
625	0.3257109526
626	0.325566049
627	0.3254484242
628	0.3254098204
629	0.32529011
630	0.3250945569
631	0.3247362691
632	0.3246406011
633	0.3245138807
634	0.3244670771
635	0.3242877573
636	0.324237336
637	0.3240033155
638	0.3239025919
639	0.3238754236
640	0.3237225909
641	0.3237106034
642	0.323630952
643	0.3236208261
644	0.3234395817
645	0.3231007974
646	0.3229305433
647	0.3227776178
648	0.3226254413
649	0.3225043713
650	0.3224436292
651	0.3223172693
652	0.3222126886
653	0.322042095
654	0.3219204702
655	0.3218848976
656	0.3217504228
657	0.3217225481
658	0.3215623189
659	0.321379818
660	0.3213173353
661	0.3211571375
662	0.320917842
663	0.3208930351
664	0.3208394067
665	0.3206814486
666	0.3205391562
667	0.3205170087
668	0.3204956295
669	0.3204448164
670	0.3202703061
671	0.3200885504
672	0.3199231323
673	0.3197319283
674	0.3197175761
675	0.3196579397
676	0.3195825361
677	0.3195723394
678	0.3194617145
679	0.319323299
680	0.3191508275
681	0.3189163659
682	0.3188241609
683	0.3187920747
684	0.3186546465
685	0.3184998412
686	0.3184642232
687	0.3183262089
688	0.3181994992
689	0.3181030728
690	0.3179048323
691	0.3177689888
692	0.3175783084
693	0.3174585228
694	0.3174120193
695	0.3171802662
696	0.3171502815
697	0.3170204343
698	0.3169847069
699	0.3168419086
700	0.3167853976
701	0.3167397261
702	0.3166854543
703	0.3165568659
704	0.3165370968
705	0.3163656394
706	0.316346561
707	0.316241812
708	0.316077886
709	0.3160596139
710	0.315945856
711	0.3159259587
712	0.3158909846
713	0.3157057188
714	0.3155865832
715	0.3154257598
716	0.315330998
717	0.3153137948
718	0.3152008844
719	0.3151398492
720	0.3150261952
721	0.3149344229
722	0.3147757774
723	0.3147596547
724	0.3146696672
725	0.3144883644
726	0.3144559081
727	0.314304923
728	0.3141366841
729	0.313979679
730	0.3139461484
731	0.313836879
732	0.3138102798
733	0.3136821062
734	0.3135034912
735	0.3133958991
736	0.313205806
737	0.3130975671
738	0.3129715734
739	0.3129261615
740	0.3127160258
741	0.3126184352
742	0.3125141912
743	0.3124598098
744	0.3124408759
745	0.3123345279
746	0.3121848149
747	0.3120815624
748	0.3119217618
749	0.3118271673
750	0.3116786989
751	0.311577089
752	0.3114737759
753	0.311463271
754	0.3113770645
755	0.3113639328
756	0.3113513581
757	0.3112177484
758	0.3111090402
759	0.3110960986
760	0.3109781655
761	0.3109368548
762	0.3109147451
763	0.3108318258
764	0.3107506481
765	0.3105899138
766	0.3104781619
767	0.3103726623
768	0.3102120834
769	0.3100824551
770	0.310046985
771	0.3099237407
772	0.3098188883
773	0.3096605321
774	0.3095581378
775	0.3094861512
776	0.3094725887
777	0.3094539969
778	0.3093750045
779	0.3092351261
780	0.3091184332
781	0.3090573292
782	0.3090181785
783	0.3089156601
784	0.3087812729
785	0.3087147998
786	0.3085914796
787	0.3082836377
788	0.308208615
789	0.3080580982
790	0.3080119213
791	0.3078722632
792	0.307801508
793	0.3077664578
794	0.3077442104
795	0.3075402099
796	0.3074165321
797	0.3073187908
798	0.3072208749
799	0.3070996226
800	0.3070879619
801	0.3070358901
802	0.3069603318
803	0.3068434531
804	0.3067453488
805	0.3067171118
806	0.3066798808
807	0.306549148
808	0.3064790643
809	0.3063875283
810	0.3062558308
811	0.3061332854
812	0.3061158736
813	0.3060367731
814	0.3059318717
815	0.3058228789
816	0.3057826002
817	0.3056723655
818	0.3054213847
819	0.305312969
820	0.3052311727
821	0.3051345119
822	0.3049613037
823	0.304878561
824	0.3047439507
825	0.3045627893
826	0.304465928
827	0.3043744337
828	0.3042621427
829	0.3041337349
830	0.303890374
831	0.30372261
832	0.3035932073
833	0.3034733065
834	0.3033869799
835	0.3033220431
836	0.3032008625
837	0.3031825554
838	0.30317416
839	0.303100864
840	0.3030326187
841	0.3029323211
842	0.3029134654
843	0.3027797779
844	0.3026239447
845	0.3025314063
846	0.3023783588
847	0.3023543808
848	0.3021952494
849	0.3020891269
850	0.302046946
851	0.3019845115
852	0.3018851612
853	0.3017311614
854	0.3016548761
855	0.3015528985
856	0.3015039882
857	0.3014534237
858	0.301309881
859	0.3012062817
860	0.3011431547
861	0.3010545067
862	0.3009361284
863	0.3009192465
864	0.3008512477
865	0.3008005784
866	0.3006926131
867	0.3005156852
868	0.3004648535
869	0.300443924
870	0.3004363355
871	0.3004273941
872	0.3003060792
873	0.3002286166
874	0.3002037328
875	0.3001177736
876	0.3000290679
877	0.2999225559
878	0.299902711
879	0.2997946972
880	0.2996182607
881	0.2994798631
882	0.2993943508
883	0.2992633683
884	0.2991766335
885	0.2990444265
886	0.2989618393
887	0.2988760152
888	0.2986384878
889	0.298563759
890	0.2984945811
891	0.2984126335
892	0.2983188718
893	0.2981856123
894	0.2980858984
895	0.2979235369
896	0.2977942498
897	0.2976977656
898	0.2975740344
899	0.2974745364
900	0.2973647658
901	0.2973163009
902	0.2972105616
903	0.2971305572
904	0.2970224069
905	0.2969028049
906	0.2967496715
907	0.2966192321
908	0.2965402758
909	0.296451461
910	0.2963391932
911	0.2962382163
912	0.2961607151
913	0.2960341304
914	0.2959518623
915	0.2956720993
916	0.2956464319
917	0.2955198192
918	0.295471267
919	0.2954292303
920	0.2954184769
921	0.2952786444
922	0.2952448724
923	0.2952259989
924	0.2951156313
925	0.2950946667
926	0.2950573155
927	0.2949534872
928	0.2949359716
929	0.2948300175
930	0.2947237771
931	0.2946520836
932	0.2945336764
933	0.2944183679
934	0.2943096447
935	0.2942415233
936	0.294137216
937	0.2940714912
938	0.2940406396
939	0.2939747612
940	0.2939436032
941	0.2938290881
942	0.2937036805
943	0.2936024763
944	0.2935595422
945	0.2934387772
946	0.2933351447
947	0.2932404567
948	0.2931192479
949	0.2930138104
950	0.2930001641
951	0.2929163312
952	0.292685787
953	0.2924177853
954	0.2923518376
955	0.2922452159
956	0.2921484665
957	0.2920522896
958	0.2919304964
959	0.2918290076
960	0.2918146467
961	0.2917418019
962	0.291638356
963	0.2915478933
964	0.2914521216
965	0.2913515257
966	0.2912807803
967	0.2912273078
968	0.2911337454
969	0.2909661249
970	0.2909039204
971	0.2907710614
972	0.2907101655
973	0.2906145158
974	0.2903545136
975	0.2902404754
976	0.2901478745
977	0.2900335338
978	0.2899217513
979	0.2898252475
980	0.2897371776
981	0.2896778154
982	0.2895458446
983	0.2895091846
984	0.2894394642
985	0.2893663618
986	0.2893136293
987	0.2892152607
988	0.2891642264
989	0.2889332891
990	0.2888247666
991	0.2887261485
992	0.2887023589
993	0.2886870697
994	0.2886045932
995	0.288563949
996	0.288410209
997	0.2881508672
998	0.2880525353
999	0.2879659717
